Level,Code/Description,Code1,Concat1,concat2,concat3,concat4,concat5,concat6,concat8,THE CODE,Code2b,code3b,Code4b,Code5b,Code6b,Code7b,Code8b,Level 1,Code22,Level 2,Code32,Level 3,Code42,Level 4,Level 5,Level 6,Level 7,Level 8,Global,Country 1,Country 2,Country 3,EU/ROW split
7,                            76I: Telecoms & sound equipment (intermediate),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C3,,C4_C2_C1_C1_C2_C2_C3,C2,C1,C1,C2,C2,C3,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            76I: Telecoms & sound equipment (intermediate),,,,,,
8,                                26.1A: Pick-up cartridges,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C3,C4_C2_C1_C1_C2_C2_C3_C1,C4_C2_C1_C1_C2_C2_C3_C1,C2,C1,C1,C2,C2,C3,C1,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            76I: Telecoms & sound equipment (intermediate),                                26.1A: Pick-up cartridges,,,,,
8,                                26.3B: Parts of telephone & broadcasting equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C3,C4_C2_C1_C1_C2_C2_C3_C2,C4_C2_C1_C1_C2_C2_C3_C2,C2,C1,C1,C2,C2,C3,C2,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            76I: Telecoms & sound equipment (intermediate),                                26.3B: Parts of telephone & broadcasting equipment,,,,,
8,                                26.4C: Parts of sound & video equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C3,C4_C2_C1_C1_C2_C2_C3_C3,C4_C2_C1_C1_C2_C2_C3_C3,C2,C1,C1,C2,C2,C3,C3,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            76I: Telecoms & sound equipment (intermediate),                                26.4C: Parts of sound & video equipment,,,,,
8,                                26.5B: Parts of navigating equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C3,C4_C2_C1_C1_C2_C2_C3_C4,C4_C2_C1_C1_C2_C2_C3_C4,C2,C1,C1,C2,C2,C3,C4,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            76I: Telecoms & sound equipment (intermediate),                                26.5B: Parts of navigating equipment,,,,,
7,                            77I: Miscellaneous electrical goods (intermediate),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,,C4_C2_C1_C1_C2_C2_C4,C2,C1,C1,C2,C2,C4,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),,,,,,
8,                                23.1C: Glass electrical insulators,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C1,C4_C2_C1_C1_C2_C2_C4_C1,C2,C1,C1,C2,C2,C4,C1,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                23.1C: Glass electrical insulators,,,,,
8,                                23.4C: Ceramic insulators & insulating fittings,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C2,C4_C2_C1_C1_C2_C2_C4_C2,C2,C1,C1,C2,C2,C4,C2,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                23.4C: Ceramic insulators & insulating fittings,,,,,
8,                                26.1C: Electronic components & printed circuits,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C3,C4_C2_C1_C1_C2_C2_C4_C3,C2,C1,C1,C2,C2,C4,C3,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                26.1C: Electronic components & printed circuits,,,,,
8,                                26.6B: Parts of electrodiagnostic & radiological apparatus,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C4,C4_C2_C1_C1_C2_C2_C4_C4,C2,C1,C1,C2,C2,C4,C4,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                26.6B: Parts of electrodiagnostic & radiological apparatus,,,,,
8,"                                27.1D: Parts of electric power machinery, electricity distribution & control apparatus",C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C5,C4_C2_C1_C1_C2_C2_C4_C5,C2,C1,C1,C2,C2,C4,C5,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),"                                27.1D: Parts of electric power machinery, electricity distribution & control apparatus",,,,,
8,                                27.2B: Accumulators and parts of batteries & accumulators,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C6,C4_C2_C1_C1_C2_C2_C4_C6,C2,C1,C1,C2,C2,C4,C6,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                27.2B: Accumulators and parts of batteries & accumulators,,,,,
8,"                                27.3A: Electronic & electric wires, cable trays for electrical circuites",C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C7,C4_C2_C1_C1_C2_C2_C4_C7,C2,C1,C1,C2,C2,C4,C7,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),"                                27.3A: Electronic & electric wires, cable trays for electrical circuites",,,,,
8,                                27.4B: Non-filament bulbs,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C8,C4_C2_C1_C1_C2_C2_C4_C8,C2,C1,C1,C2,C2,C4,C8,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                27.4B: Non-filament bulbs,,,,,
8,                                27.5F: Parts of electric domestic appliances,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C9,C4_C2_C1_C1_C2_C2_C4_C9,C2,C1,C1,C2,C2,C4,C9,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                27.5F: Parts of electric domestic appliances,,,,,
8,                                27.9D: Parts of other electrical equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C10,C4_C2_C1_C1_C2_C2_C4_C10,C2,C1,C1,C2,C2,C4,C10,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                27.9D: Parts of other electrical equipment,,,,,
8,                                29.3A: Electrical equipment for motor vehicles,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C11,C4_C2_C1_C1_C2_C2_C4_C11,C2,C1,C1,C2,C2,C4,C11,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                29.3A: Electrical equipment for motor vehicles,,,,,
8,                                38.1P: Waste & scrap of batteries & accumulators,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C2,C4_C2_C1_C1_C2_C2_C4,C4_C2_C1_C1_C2_C2_C4_C12,C4_C2_C1_C1_C2_C2_C4_C12,C2,C1,C1,C2,C2,C4,C12,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EI: Electrical machinery (intermediate),                            77I: Miscellaneous electrical goods (intermediate),                                38.1P: Waste & scrap of batteries & accumulators,,,,,
6,                        7EK: Electrical machinery (intermediate),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,,,C4_C2_C1_C1_C2_C3,C2,C1,C1,C2,C3,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),,,,,,,
7,                            71EK: Electric motors (capital),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C1,,C4_C2_C1_C1_C2_C3_C1,C2,C1,C1,C2,C3,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            71EK: Electric motors (capital),,,,,,
8,                                27.1A: Electric motors & generators,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C1,C4_C2_C1_C1_C2_C3_C1_C1,C4_C2_C1_C1_C2_C3_C1_C1,C2,C1,C1,C2,C3,C1,C1,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            71EK: Electric motors (capital),                                27.1A: Electric motors & generators,,,,,
7,                            75K: Office machinery (capital),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C2,,C4_C2_C1_C1_C2_C3_C2,C2,C1,C1,C2,C3,C2,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            75K: Office machinery (capital),,,,,,
8,                                26.2A: Computers & peripherals,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C2,C4_C2_C1_C1_C2_C3_C2_C1,C4_C2_C1_C1_C2_C3_C2_C1,C2,C1,C1,C2,C3,C2,C1,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            75K: Office machinery (capital),                                26.2A: Computers & peripherals,,,,,
8,                                28.2I: Other office machines,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C2,C4_C2_C1_C1_C2_C3_C2_C2,C4_C2_C1_C1_C2_C3_C2_C2,C2,C1,C1,C2,C3,C2,C2,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            75K: Office machinery (capital),                                28.2I: Other office machines,,,,,
8,                                28.9G: Printers & fax machines not connected to computers,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C2,C4_C2_C1_C1_C2_C3_C2_C3,C4_C2_C1_C1_C2_C3_C2_C3,C2,C1,C1,C2,C3,C2,C3,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            75K: Office machinery (capital),                                28.9G: Printers & fax machines not connected to computers,,,,,
7,                            76K: Telecoms & sound equipment (capital),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C3,,C4_C2_C1_C1_C2_C3_C3,C2,C1,C1,C2,C3,C3,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            76K: Telecoms & sound equipment (capital),,,,,,
8,                                26.2C: Computer monitors & projectors,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C3,C4_C2_C1_C1_C2_C3_C3_C1,C4_C2_C1_C1_C2_C3_C3_C1,C2,C1,C1,C2,C3,C3,C1,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            76K: Telecoms & sound equipment (capital),                                26.2C: Computer monitors & projectors,,,,,
8,                                26.3A: Telephone & broadcasting equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C3,C4_C2_C1_C1_C2_C3_C3_C2,C4_C2_C1_C1_C2_C3_C3_C2,C2,C1,C1,C2,C3,C3,C2,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            76K: Telecoms & sound equipment (capital),                                26.3A: Telephone & broadcasting equipment,,,,,
8,                                26.4B: Industrial sound & video equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C3,C4_C2_C1_C1_C2_C3_C3_C3,C4_C2_C1_C1_C2_C3_C3_C3,C2,C1,C1,C2,C3,C3,C3,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            76K: Telecoms & sound equipment (capital),                                26.4B: Industrial sound & video equipment,,,,,
8,                                26.5A: Navigating equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C3,C4_C2_C1_C1_C2_C3_C3_C4,C4_C2_C1_C1_C2_C3_C3_C4,C2,C1,C1,C2,C3,C3,C4,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            76K: Telecoms & sound equipment (capital),                                26.5A: Navigating equipment,,,,,
8,                                26.7A: Digital cameras,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C3,C4_C2_C1_C1_C2_C3_C3_C5,C4_C2_C1_C1_C2_C3_C3_C5,C2,C1,C1,C2,C3,C3,C5,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            76K: Telecoms & sound equipment (capital),                                26.7A: Digital cameras,,,,,
8,                                28.2K: Dictating machines,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C3,C4_C2_C1_C1_C2_C3_C3_C6,C4_C2_C1_C1_C2_C3_C3_C6,C2,C1,C1,C2,C3,C3,C6,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            76K: Telecoms & sound equipment (capital),                                28.2K: Dictating machines,,,,,
7,                            77K: Miscellaneous electrical goods (capital),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,,C4_C2_C1_C1_C2_C3_C4,C2,C1,C1,C2,C3,C4,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),,,,,,
8,                                23.4B: Non-metal magnets,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C1,C4_C2_C1_C1_C2_C3_C4_C1,C2,C1,C1,C2,C3,C4,C1,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                23.4B: Non-metal magnets,,,,,
8,                                25.9C: Metal magnets,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C2,C4_C2_C1_C1_C2_C3_C4_C2,C2,C1,C1,C2,C3,C4,C2,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                25.9C: Metal magnets,,,,,
8,                                26.1B: Multi-chip integrated circuits,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C3,C4_C2_C1_C1_C2_C3_C4_C3,C2,C1,C1,C2,C3,C4,C3,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                26.1B: Multi-chip integrated circuits,,,,,
8,                                26.3C: Burglar & fire alarms,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C4,C4_C2_C1_C1_C2_C3_C4_C4,C2,C1,C1,C2,C3,C4,C4,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                26.3C: Burglar & fire alarms,,,,,
8,                                26.6A: Electrodiagnostic & radiological apparatus,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C5,C4_C2_C1_C1_C2_C3_C4_C5,C2,C1,C1,C2,C3,C4,C5,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                26.6A: Electrodiagnostic & radiological apparatus,,,,,
8,                                27.1C: Electric power machinery,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C6,C4_C2_C1_C1_C2_C3_C4_C6,C2,C1,C1,C2,C3,C4,C6,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                27.1C: Electric power machinery,,,,,
8,                                27.5E: Non-electric vacuum cleaners,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C7,C4_C2_C1_C1_C2_C3_C4_C7,C2,C1,C1,C2,C3,C4,C7,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                27.5E: Non-electric vacuum cleaners,,,,,
8,                                27.9C: Other electrical equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C8,C4_C2_C1_C1_C2_C3_C4_C8,C2,C1,C1,C2,C3,C4,C8,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                27.9C: Other electrical equipment,,,,,
8,                                28.2L: Electromechanical hand tools,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C9,C4_C2_C1_C1_C2_C3_C4_C9,C2,C1,C1,C2,C3,C4,C9,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                28.2L: Electromechanical hand tools,,,,,
8,                                28.4E: Electroplating machinery,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C10,C4_C2_C1_C1_C2_C3_C4_C10,C2,C1,C1,C2,C3,C4,C10,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                28.4E: Electroplating machinery,,,,,
8,                                28.9H: Sun-tanning equipment,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C2,C4_C2_C1_C1_C2_C3,C4_C2_C1_C1_C2_C3_C4,C4_C2_C1_C1_C2_C3_C4_C11,C4_C2_C1_C1_C2_C3_C4_C11,C2,C1,C1,C2,C3,C4,C11,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7E: Electrical machinery,                        7EK: Electrical machinery (intermediate),                            77K: Miscellaneous electrical goods (capital),                                28.9H: Sun-tanning equipment,,,,,
4,                78: Road vehicles,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,,,,,C4_C2_C1_C2,C2,C1,C2,,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,,,,,,,,,
5,                    78M: Cars,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C1,,,,C4_C2_C1_C2_C1,C2,C1,C2,C1,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78M: Cars,,,,,,,,
6,                        29.1B: Cars,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C1,C4_C2_C1_C2_C1_C1,,,C4_C2_C1_C2_C1_C1,C2,C1,C2,C1,C1,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78M: Cars,                        29.1B: Cars,,,,,,,
5,                    78C: Road vehicles other than cars (consumer),C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C2,,,,C4_C2_C1_C2_C2,C2,C1,C2,C2,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78C: Road vehicles other than cars (consumer),,,,,,,,
6,                        29.2A: Caravans,C4,C4_C2,C4_C2_C1,C4_C2_C1_C2,C4_C2_C1_C2_C2,C4_C2_C1_C2_C2_C1,,,C4_C2_C1_C2_C2_C1,C2,C1,C2,C2,C1,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                78: Road vehicles,                    78C: Road vehicles other than cars (consumer),                        29.2A: Caravans,,,,,,,
